STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,DD_DIM,Data type,DD_ID,Criteria ID,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CRITERIA,Criteria,DECIMALS,Decimals,CONF_STATUS,Confidentiality status
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NOR,Norway,A,Annual,PII_3133,Coverage of basic functions to implement access to information and open data,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2022,,38,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVN,Slovenia,A,Annual,PII_3133,Coverage of basic functions to implement access to information and open data,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2022,,100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUT,Austria,A,Annual,PII_3134,Openness of government decision-making process,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2022,,33,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,JPN,Japan,A,Annual,PII_3134,Openness of government decision-making process,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2022,,67,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVK,Slovak Republic,A,Annual,PII_3135,Public consultation in practice,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2022,,33,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GBR,United Kingdom,A,Annual,PII_3135,Public consultation in practice,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2022,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUS,Australia,A,Annual,PII_3136,Use of conflict-of-interest prevention mechanisms for senior officials,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2022,,33,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,EST,Estonia,A,Annual,PII_3136,Use of conflict-of-interest prevention mechanisms for senior officials,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2022,,22,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ESP,Spain,A,Annual,PII_3137,Use of oversight and prevention mechanisms for financing of political parties and election campaigns,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2022,,57,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,BEL,Belgium,A,Annual,PII_3138,Transparency of lobbying activities and prevention of undue influence,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2022,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,PER,Peru,A,Annual,PII_3138,Transparency of lobbying activities and prevention of undue influence,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2022,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,TUR,Türkiye,A,Annual,PII_3138,Transparency of lobbying activities and prevention of undue influence,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2022,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ITA,Italy,A,Annual,PII_3139,Proactive disclosure of datasets,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2022,,60,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ISR,Israel,A,Annual,PII_13,Quality of strategic framework,PO,Points,_T,Total,_T,Total,2020,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ISR,Israel,A,Annual,PII_13,Quality of strategic framework,PO,Points,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_131,Coverage of strategic framework,PO,Points,_T,Total,_T,Total,2020,,1/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_131,Coverage of strategic framework,PO,Points,_T,Total,_T,Total,2023,,1/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DEU,Germany,A,Annual,PII_131,Coverage of strategic framework,PO,Points,_T,Total,_T,Total,2020,,2/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DEU,Germany,A,Annual,PII_131,Coverage of strategic framework,PO,Points,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GRC,Greece,A,Annual,PII_131,Coverage of strategic framework,PO,Points,_T,Total,_T,Total,2020,,0/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GRC,Greece,A,Annual,PII_131,Coverage of strategic framework,PO,Points,_T,Total,_T,Total,2023,,4/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ESP,Spain,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PO,Points,_T,Total,_T,Total,2020,,0/3,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ESP,Spain,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PO,Points,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CZE,Czechia,A,Annual,PII_133,Minimum content in public integrity strategies,PO,Points,_T,Total,_T,Total,2020,,3/4,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CZE,Czechia,A,Annual,PII_133,Minimum content in public integrity strategies,PO,Points,_T,Total,_T,Total,2023,,2/4,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FIN,Finland,A,Annual,PII_133,Minimum content in public integrity strategies,PO,Points,_T,Total,_T,Total,2020,,0/4,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FIN,Finland,A,Annual,PII_133,Minimum content in public integrity strategies,PO,Points,_T,Total,_T,Total,2023,,2/4,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GRC,Greece,A,Annual,PII_133,Minimum content in public integrity strategies,PO,Points,_T,Total,_T,Total,2020,,0/4,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GRC,Greece,A,Annual,PII_133,Minimum content in public integrity strategies,PO,Points,_T,Total,_T,Total,2023,,2/4,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ISL,Iceland,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2020,,0/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ISL,Iceland,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2023,,0/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NOR,Norway,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2020,,0/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NOR,Norway,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2023,,0/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_135,Adequacy of implementation structures and reporting,PO,Points,_T,Total,_T,Total,2020,,0/15,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_135,Adequacy of implementation structures and reporting,PO,Points,_T,Total,_T,Total,2023,,0/15,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,IRL,Ireland,A,Annual,PII_135,Adequacy of implementation structures and reporting,PO,Points,_T,Total,_T,Total,2020,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,IRL,Ireland,A,Annual,PII_135,Adequacy of implementation structures and reporting,PO,Points,_T,Total,_T,Total,2023,,0/15,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_135,Adequacy of implementation structures and reporting,PO,Points,_T,Total,_T,Total,2020,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_135,Adequacy of implementation structures and reporting,PO,Points,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ISR,Israel,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2020,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ISR,Israel,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,KOR,Korea,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2020,,57/100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,KOR,Korea,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,TUR,Türkiye,A,Annual,PII_137,Financial sustainability,PO,Points,_T,Total,_T,Total,2020,,0/4,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,TUR,Türkiye,A,Annual,PII_137,Financial sustainability,PO,Points,_T,Total,_T,Total,2023,,0/4,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,LVA,Latvia,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PO,Points,_T,Total,_T,Total,2020,,5/5,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,LVA,Latvia,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PO,Points,_T,Total,_T,Total,2023,,5/5,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUS,Australia,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUS,Australia,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,BRA,Brazil,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,BRA,Brazil,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CAN,Canada,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CAN,Canada,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,HUN,Hungary,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,HUN,Hungary,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVN,Slovenia,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVN,Slovenia,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SWE,Sweden,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SWE,Sweden,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,MEX,Mexico,A,Annual,PII_131,Coverage of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,86,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,MEX,Mexico,A,Annual,PII_131,Coverage of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,COL,Colombia,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,COL,Colombia,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FRA,France,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,33,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FRA,France,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,LTU,Lithuania,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,67,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,LTU,Lithuania,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,67,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,PER,Peru,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,67,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,PER,Peru,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,67,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVK,Slovak Republic,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVK,Slovak Republic,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GRC,Greece,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GRC,Greece,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,50,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUT,Austria,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,43,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUT,Austria,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,43,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CHL,Chile,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CHL,Chile,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,86,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,EST,Estonia,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,EST,Estonia,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,43,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,JPN,Japan,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,JPN,Japan,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
