SiteFunctionalLocation,LicenceArea,SiteName,SiteType,SiteVoltage,ESQCROverallRisk,GridRef,SiteAssetCount,PowerTransformerCount,ElectricalAssetCount,CivilAssetCount,Street,Suburb,TownCity,County,PostCode,YearCommissioned,DateCommissioned,SiteClassification,AssessmentDate,Last_Report,CalculatedResistance,MeasuredResistance.Ohm.,Next_AssessmentDate,Easting,Northing,transratingwinter,transratingsummer,reversepower,maxdemandsummer,maxdemandwinter,Spatial Coordinates,local_authority,local_authority_code,what3words
EPN-S0000000D7056,Eastern Power Networks (EPN),RAYLEIGH LOCAL 132/33kV,Grid Substation,132,High,TQ79959082,100,2,100,0,,,RAYLEIGH SOUTH,Essex,SS6 7DR,NA,2012-04-01,COLD,2020-10-03,ELP03607019-R01,0.79Ω 0.00Deg,0.02,2036-11-30,579950,190820,"120, 120","90, 90",100%,50.2,71.7,"51.5874963755115, 0.596170529668436",,,match.civil.sums
EPN-S0000000D7057,Eastern Power Networks (EPN),SOUTHEND GRID 132/33kV,Grid Substation,132,High,TQ8762586025,157,2,157,0,NORTH ROAD,,SOUTHEND ON SEA,Essex,SS0 7AY,NA,1958-04-01,HOT,2023-04-04,ELP0709356007-R01,0.09Ω 0.00Deg,0.0,2039-11-30,587625,186025,"78, 78","60, 60",Not Available,27.1,36.6,"51.5419297609392, 0.70427090970899",Southend-on-Sea,E06000033,voices.sorry.stocks
EPN-S0000000D7064,Eastern Power Networks (EPN),EPPING GRID,Grid Substation,132,High,TL4650803112,250,2,250,0,THORNWOOD,,EPPING,Essex,CM16 6TD,NA,1967-04-01,COLD,2008-07-30,P-07-289A,NA,0.09,2040-11-22,546508,203112,"117, 117","90, 90",100%,23.2,34.8,"51.7076219518458, 0.1189767440755",Epping Forest,E07000072,human.young.type
EPN-S0000000D7085,Eastern Power Networks (EPN),BRIMSDOWN NORTH GRID 132/33kV,Grid Substation,132,High,TQ3673997881,98,2,98,0,BRANCROFT WAY,,ENFIELD EN3,Middlesex,EN3 7PY,NA,1960-04-01,HOT,2021-09-21,ELP05282040-R01,0.04Ω 0.00Deg,0.04,2037-11-26,536739,197881,"117, 117","90, 90",100%,69.6,81.6,"51.6630808320757, -0.0243613028809124",Enfield,E09000010,spoken.quarrel.locked
EPN-S0000000D8002,Eastern Power Networks (EPN),AYLESBURY EAST GRID 132/33kV,Grid Substation,132,High,SP8451214815,316,2,316,0,,,BIERTON,Buckinghamshire,HP22 5AT,NA,1958-04-01,COLD,2011-01-18,P-10-696-159,NA,0.07,2040-11-22,484512,214815,"117, 117","90, 90",100%,60.5,81.2,"51.8255730051532, -0.775132146371567",Buckinghamshire,E06000060,last.rang.wisdom
EPN-S0000000D8034,Eastern Power Networks (EPN),HENDON GRID 132/33kV,Grid Substation,132,Medium,TQ2078889847,324,2,324,0,,,COLINDALE,Greater London,NW9 5ED,NA,1964-04-01,HOT,2018-10-03,ELP0061027-R01,NA,0.06,2034-11-26,520788,189847,"117, 117","90, 90",100%,47,64.9,"51.5945300965162, -0.257634242351455",Barnet,E09000003,jobs.clown.nearly
EPN-S0000000D8057,Eastern Power Networks (EPN),LUTON SOUTH GRID 132/33kV,Grid Substation,132,High,TL1016520775,295,2,295,0,,,LUTON SOUTH,Bedfordshire,LU2 0SX,NA,1984-04-01,COLD,2020-10-19,ELP03607026-R01,0.66Ω 0.00Deg,0.1,2036-11-26,510165,220775,"117, 117","90, 90",100%,44.5,58.7,"51.8746745583959, -0.401147204474172",Luton,E06000032,frosted.draw.shall
EPN-S0000000D8086,Eastern Power Networks (EPN),SUNDON 132/33kV,Grid Substation,132,Medium,TL03372675,309,3,309,0,,,CHALTON,Bedfordshire,LU4 9UJ,NA,1953-04-01,HOT,2016-10-20,ESL1728-R01,0.09Ω 0.00Deg,0.02,2040-11-22,503370,226750,"120, 120, 120","90, 90, 90",100%,67.3,95.1,"51.9296757555707, -0.498023771548751",Central Bedfordshire,E06000056,behind.badminton.shield
EPN-S0000000D8088,Eastern Power Networks (EPN),CELL BARNES GRID 132/33kV,Grid Substation,132,High,TL1650706489,222,2,222,0,,,ST ALBANS EAST,Hertfordshire,AL1 5PU,NA,1966-04-01,HOT,2019-08-23,ELP02011021-R01,0.59Ω 0.00Deg,0.19,2035-11-26,516507,206489,"108, 108","90, 90",100%,40.4,53.8,"51.7449977816522, -0.313863401555305",St Albans,E07000240,living.summer.piles
EPN-S0000000D8096,Eastern Power Networks (EPN),HOUGHTON REGIS GRID 132/33kV,Grid Substation,132,Medium,TL0237923014,257,2,257,0,,,DUNSTABLE NORTH,Bedfordshire,LU5 4SB,NA,1956-04-01,HOT,2011-05-06,P-10-696-186,0.10Ω 0.00Deg,,2026-11-26,502379,223014,"117, 117","90, 90",100%,49.9,63.4,"51.8962802853099, -0.513540473304274",Central Bedfordshire,E06000056,rested.waddle.atom
EPN-S0000000D8098,Eastern Power Networks (EPN),PICCOTTS END GRID 132/33kV,Grid Substation,132,High,TL04740938,238,2,238,0,,,HEMEL HEMPSTEAD NORTH,Hertfordshire,HP1 3BA,NA,1960-04-01,COLD,2019-09-20,ELP02011029-R01,0.96Ω 0.00Deg,0.14,2035-11-26,504740,209380,"117, 117","90, 90",100%,44.7,52.6,"51.773302564836, -0.483363443132631",Dacorum,E07000096,buzz.verge.preoccupied
EPN-S0000000D8118,Eastern Power Networks (EPN),HATCH END GRID 132/33kV,Grid Substation,132,High,TQ1207392085,275,2,275,0,LYTHAM AVENUE,,HATCH END,Middlesex,HA5 4QP,NA,1962-04-01,COLD,2019-06-12,ELP02011026-R01,0.11Ω 0.00Deg,0.05,2035-11-26,512073,192085,"117, 78","90, 60",100%,33.3,45.9,"51.6164440148085, -0.382678140160238",Harrow,E09000015,encounter.boats.relax
EPN-S0000000F6039,Eastern Power Networks (EPN),PETERBOROUGH SOUTH GRID 132/11kV,Grid Substation,132,Very High,TL1793696783,244,3,244,0,,,PETERBOROUGH PE2,Cambridgeshire,PE2 7LF,NA,1974-04-01,COLD,2023-04-05,ELP07259-R01,0.28Ω 0.00Deg,0.03,2028-11-26,517936,296783,NA,NA,NA,22.3,27.3,"52.5561169884105, -0.261857475722751",Peterborough,E06000031,paying.smiles.wing
EPN-S0000000F7030,Eastern Power Networks (EPN),PALMERS GRN GRID 132/11kV,Grid Substation,132,High,TQ30749249,210,2,210,0,,,PALMERS GREEN,Greater London,N13 4JR,NA,1952-04-01,COLD,2018-07-24,ELP0061014-R01,0.90Ω 0.00Deg,0.06,2034-11-26,530740,192490,NA,NA,NA,28.3,44.7,"51.6160617212447, -0.113057905611158",Enfield,E09000010,drips.oasis.stages
EPN-S0000000F7050,Eastern Power Networks (EPN),MANOR HOUSE 132/11kV,Grid Substation,132,Medium,TQ3212487620,17,2,17,0,ADJACENT; 10 WOODBERRY GROVE,,LONDON,Greater London,N4 1SN,NA,2006-04-01,COLD,2021-10-20,ELP05282042-R01,1.33Ω 0.00Deg,0.02,2037-11-26,532124,187620,NA,NA,NA,NA,NA,"51.5719754046761, -0.0949120605905687",Hackney,E09000012,movie.flesh.school
EPN-S0000000F8073,Eastern Power Networks (EPN),COLINDALE GRID 132/11kV,Grid Substation,132,High,TQ2094889607,251,2,251,0,COLINDALE AVENUE,,COLINDALE,Greater London,NW9 6BU,NA,1966-04-01,COLD,2018-10-03,ELP0061029-R01,0.25Ω 0.00Deg,0.06,2034-11-26,520948,189607,NA,NA,NA,27.9,40.5,"51.5923388863545, -0.255408189186246",Barnet,E09000003,solar.public.stove
EPN-S0000000G1013,Eastern Power Networks (EPN),CORNARD PRIMARY 33KV,Primary Substation,33,High,TL8865740164,24,0,24,0,BROOM STREET,,"GREAT CORNARD, ESSEX",NA,CO10 0HZ,NA,1968-04-01,COLD,2022-06-21,ELP07260017-R01,1.94Ω 0.00Deg,0.1,2038-11-30,588657,240164,NA,NA,NA,NA,NA,"52.0277966905137, 0.748543540646855",Babergh,E07000200,builders.magically.discussed
EPN-S0000000G1019,Eastern Power Networks (EPN),SUDBURY PRIMARY 33kV,Primary Substation,33,High,TL8813342086,10,0,10,0,,,SUDBURY,Suffolk,CO10 2QF,NA,1956-04-01,COLD,2022-05-17,ELP07260013-R01,1.59Ω 0.00Deg,0.13,2038-11-30,588133,242086,NA,NA,NA,NA,NA,"52.0452347253785, 0.741971371688354",Babergh,E07000200,absorbing.litigate.machinery
EPN-S0000000G1026,Eastern Power Networks (EPN),LAKENHEATH PRIMARY 33kV,Primary Substation,33,Very High,TL72438010,52,0,52,0,,,LAKENHEATH,Suffolk,IP27 9NW,NA,1946-04-01,COLD,2013-12-04,P-13-3299-01,NA,0.07,2031-11-30,572430,280100,NA,NA,NA,NA,NA,"52.3917655477754, 0.53259509998105",West Suffolk,E07000245,goods.changed.corkscrew
EPN-S0000000G1043,Eastern Power Networks (EPN),EYE PRIMARY 33kV,Primary Substation,33,High,TM1550073920,56,0,56,0,,,EYE,Suffolk,IP23 7NJ,NA,1960-04-01,HOT,2017-12-13,ESL1992038-R01,0.57Ω 0.00Deg,0.28,2029-11-30,615500,273920,NA,NA,NA,NA,NA,"52.3210496999678, 1.16064336173677",Mid Suffolk,E07000203,blazing.clerk.flask
EPN-S0000000G1045,Eastern Power Networks (EPN),FORE HAMLET PRIMARY 33kV,Primary Substation,33,Medium,TM1738344077,1,0,1,0,,,IPSWICH CENTRAL,Suffolk,IP3 8AX,NA,1975-04-01,COLD,2013-07-02,P-13-2641-01,0.22Ω 0.00Deg,,2027-11-30,617383,244077,NA,NA,NA,NA,NA,"52.0524202299288, 1.16910666293019",Ipswich,E07000202,gentle.sizes.emerge
EPN-S0000000G1050,Eastern Power Networks (EPN),MELTON PRIMARY 33kV,Primary Substation,33,High,TM2845050301,27,0,27,0,,,MELTON,Suffolk,IP12 1RB,NA,1950-04-01,COLD,2018-01-09,ESL1992039-R01,2.33Ω 0.00Deg,0.05,2031-11-30,628450,250301,NA,NA,NA,NA,NA,"52.103835603731, 1.33439414252736",East Suffolk,E07000244,spotted.curiosity.forwarded
EPN-S0000000G1052,Eastern Power Networks (EPN),GROTON PRIMARY 33kV,Primary Substation,33,High,TL9586041499,13,0,13,0,,,GROTON,Suffolk,CO10 5ED,NA,1967-04-01,HOT,2022-10-31,ELP07260038-R01,0.59Ω 0.00Deg,0.5,2038-11-30,595860,241499,NA,NA,NA,NA,NA,"52.0372899184103, 0.854163435731982",Babergh,E07000200,counters.poets.quail
EPN-S0000000G1061,Eastern Power Networks (EPN),DRINKSTONE PRIMARY 33kV,Primary Substation,33,High,TL9598461112,21,0,21,0,,,DRINKSTONE,Suffolk,IP30 9SX,NA,1958-04-01,HOT,2017-06-20,ESL1992036-R01,0.36Ω 0.00Deg,0.31,2031-11-30,595984,261112,NA,NA,NA,NA,NA,"52.2133567844708, 0.86725750435179",Mid Suffolk,E07000203,strutted.restored.repelled
EPN-S0000000G1187,Eastern Power Networks (EPN),PLACE FARM GLASSHOUSE,Primary Substation,33,Low,TL8481269770,51,0,51,0,BURY ROAD,,INGHAM,NA,IP311HT,NA,2017-04-01,NA,,NA,NA,,2037-11-30,584812,269770,NA,NA,NA,NA,NA,"52.2949652955104, 0.708668066710101",West Suffolk,E07000245,bypassed.station.barks
EPN-S0000000G3024,Eastern Power Networks (EPN),ALRESFORD PRIMARY 33kV,Primary Substation,33,Very High,TM0629622294,8,0,8,0,,,ALRESFORD,Essex,CO7 8DG,NA,1966-04-01,HOT,2016-08-15,ESL1519023-R01 RA,1.41Ω 0.00Deg,0.26,2027-11-30,606296,222294,"15, 15","12, 12",100%,9.2,12.8,"51.8610780368283, 0.994580877192828",Tendring,E07000076,evenings.repair.deeds
EPN-S0000000G3025,Eastern Power Networks (EPN),BOXTED PRIMARY 33kV,Primary Substation,33,High,TL8256351355,11,0,11,0,,,BOXTED,Suffolk,IP29 4JP,NA,1957-04-01,HOT,2022-10-31,ELP07260037-R01,1.30Ω 0.00Deg,0.88,2038-11-30,582563,251355,NA,NA,NA,NA,NA,"52.1303389671645, 0.665803941951297",Babergh,E07000200,panthers.copper.contemplate
EPN-S0000000G3036,Eastern Power Networks (EPN),EAST BAY PRIMARY 33kV,Primary Substation,33,High,TM0070525141,41,0,41,0,,,COLCHESTER EAST,Essex,CO1 2UF,NA,1961-04-01,COLD,2014-04-11,ESL0042-11443,0.24Ω 0.00Deg,,2027-11-26,600705,225141,NA,NA,NA,NA,NA,"51.8886793051721, 0.915152959375972",Colchester,E07000071,agent.trades.summer
EPN-S0000000G3052,Eastern Power Networks (EPN),TIPTREE PRIMARY 33kV,Primary Substation,33,Very High,TL8932616740,12,0,12,0,,,TIPTREE,Essex,CO5 0LG,NA,1957-04-01,COLD,2020-07-29,ELP03607014-R01,0.38Ω 0.00Deg,0.04,2036-11-30,589326,216740,NA,NA,NA,NA,NA,"51.8172111982285, 0.745411864204629",Colchester,E07000071,helpfully.resonated.tiny
EPN-S0000000G3071,Eastern Power Networks (EPN),BURNHAM PRIMARY 33kV,Primary Substation,33,High,TQ9564195844,13,0,13,0,,,BURNHAM ON CROUCH,Essex,CM0 8LR,NA,1966-04-01,COLD,2023-07-04,ELP09356026-R01,0.36Ω 0.00Deg,0.05,2039-11-30,595641,195844,NA,NA,NA,NA,NA,"51.6273891617056, 0.825185782216908",,,faster.butlers.trooper
EPN-S0000000G4012,Eastern Power Networks (EPN),SHEPRETH PRIMARY 33kV,Primary Substation,33,Medium,TL3911348078,114,0,114,0,,,SHEPRETH,Cambridgeshire,SG8 6QA,NA,1963-04-01,COLD,2009-02-09,P-08-452,NA,0.06,2026-11-30,539113,248078,NA,NA,NA,NA,NA,"52.1135325357848, 0.030166084275601",South Cambridgeshire,E07000012,breathy.sports.livid
EPN-S0000000G4036,Eastern Power Networks (EPN),BOURN PRIMARY 33kV,Primary Substation,33,Medium,TL3174557631,13,0,13,0,,,BOURN,Cambridgeshire,CB23 2SU,NA,1963-04-01,COLD,2022-04-07,G2_20100414,0.19Ω 0.00Deg,0.22,2038-11-30,531745,257631,NA,NA,NA,NA,NA,"52.2011726350097, -0.0736646196348145",South Cambridgeshire,E07000012,averages.nourished.composes
EPN-S0000000G5018,Eastern Power Networks (EPN),HENSTEAD PRIMARY 33kV,Primary Substation,33,High,TM4902286784,21,0,21,0,,,HENSTEAD,Suffolk,NR34 7LA,NA,1966-04-01,HOT,2016-07-05,ESL1519011-R01,6.10Ω 0.00Deg,0.59,2029-11-30,649022,286784,NA,NA,NA,NA,NA,"52.4222946927507, 1.66104635886934",East Suffolk,E07000244,shiny.difficult.twitchy
EPN-S0000000G5019,Eastern Power Networks (EPN),LEISTON PRIMARY 33kV,Primary Substation,33,High,TM4305461175,18,0,18,0,,,KNODISHALL,Suffolk,IP17 1TT,NA,1936-04-01,HOT,2010-08-31,P-10-696-72,NA,0.38,2031-11-30,643054,261175,NA,NA,NA,NA,NA,"52.1951924428617, 1.55498266288664",East Suffolk,E07000244,steered.micro.photos
EPN-S0000000G5021,Eastern Power Networks (EPN),MAGDALEN WAY PRIMARY 33kV,Primary Substation,33,High,TG5182203873,14,0,14,0,,,GORLESTON,Norfolk,NR31 7AA,NA,1963-04-01,COLD,2014-04-17,ESL0042-11462,0.80Ω 0.00Deg,,2029-11-30,651822,303873,NA,NA,NA,NA,NA,"52.5743207536949, 1.71505021090411",Great Yarmouth,E07000145,refrain.unrated.available
EPN-S0000000G5022,Eastern Power Networks (EPN),MULBARTON PRIMARY 33kV,Primary Substation,33,High,TG2073301221,25,0,25,0,,,MULBARTON,Norfolk,NR14 8DS,NA,1964-04-01,HOT,2023-08-21,ELP09143,1.20Ω 0.00Deg,0.62,2030-11-30,620733,301221,NA,NA,NA,NA,NA,"52.5640143861212, 1.25532488552633",South Norfolk,E07000149,equal.depravity.swatted
EPN-S0000000G5024,Eastern Power Networks (EPN),STODY PRIMARY 33kV,Primary Substation,33,High,TG0496935454,23,0,23,0,,,STODY,Norfolk,NR24 2DZ,NA,1953-04-01,HOT,2014-08-26,ESL0343015-R02 RA,1.07Ω 0.00Deg,1.64,2028-11-26,604969,335454,NA,NA,NA,NA,NA,"52.8774851700655, 1.04444751859409",North Norfolk,E07000147,balconies.starring.locals
EPN-S0000000G5034,Eastern Power Networks (EPN),KNAPTON PRIMARY 33kV,Primary Substation,33,Low,TG3126934262,64,0,64,0,THE STREET,,KNAPTON,Norfolk,NR28 0AD,NA,1934-04-01,COLD,2014-07-17,ESL0186-R01,0.20Ω 0.00Deg,0.15,2030-11-30,631269,334262,NA,NA,NA,NA,NA,"52.8561381026738, 1.43370453664731",North Norfolk,E07000147,crafted.craters.photocopy
EPN-S0000000G5038,Eastern Power Networks (EPN),WEST BECKHAM PRIMARY 33kV,Primary Substation,33,High,TG1373540084,33,0,33,0,,,WEST BECKHAM,Norfolk,NR25 6PE,NA,1959-04-01,HOT,2015-11-25,ESL0951042-R01 RB,0.71Ω 0.00Deg,0.52,2028-11-30,613735,340084,NA,NA,NA,NA,NA,"52.9156339172932, 1.17753960374025",North Norfolk,E07000147,forgives.nozzle.beamed
EPN-S0000000G5040,Eastern Power Networks (EPN),WYMONDHAM PRIMARY 33kV,Primary Substation,33,High,TG1058901216,19,0,19,0,,,WYMONDHAM SOUTH,Norfolk,NR18 9JD,NA,1961-04-01,COLD,2008-11-12,BPI 12-11-2008,NA,0.13,2030-11-30,610589,301216,NA,NA,NA,NA,NA,"52.5679868407754, 1.1058991133361",South Norfolk,E07000149,bonkers.jetting.trembles
EPN-S0000000G5043,Eastern Power Networks (EPN),FRAMLINGHAM PRIMARY 33kV,Primary Substation,33,Very High,TM2716064318,28,0,28,0,,,FRAMLINGHAM,Suffolk,IP13 9PT,NA,1954-04-01,HOT,2008-11-25,P-08-502-6,NA,0.13,2031-11-30,627160,264318,NA,NA,NA,NA,NA,"52.2301736158808, 1.32496565250776",East Suffolk,E07000244,crypt.steaming.conveying
EPN-S0000000G5061,Eastern Power Networks (EPN),STALHAM PRIMARY 33kV,Primary Substation,33,Medium,TG3695825339,29,0,29,0,,,STALHAM,Norfolk,NR12 9AF,NA,1965-04-01,COLD,2010-07-15,P-10-696-45,NA,0.16,2029-11-30,636958,325339,NA,NA,NA,NA,NA,"52.7736049684003, 1.51156891063038",North Norfolk,E07000147,communal.headlines.strapping
EPN-S0000000G5063,Eastern Power Networks (EPN),ATTLEBOROUGH PRIMARY 33kV,Primary Substation,33,Very High,TM0527494814,20,0,20,0,,,ATTLEBOROUGH,Norfolk,NR17 2AT,NA,1952-04-01,COLD,2013-12-20,P-13-3255-01,0.38Ω 0.00Deg,,2030-11-30,605274,294814,NA,NA,NA,NA,NA,"52.5125437163284, 1.02363996906912",Breckland,E07000143,riverbed.remix.twisty
EPN-S0000000G5064,Eastern Power Networks (EPN),CROMER PRIMARY 33kV,Primary Substation,33,High,TG2230240568,23,0,23,0,,,CROMER,Norfolk,NR27 9LW,NA,1963-04-01,HOT,2016-06-21,ESL1519001-R01,5.13Ω 0.00Deg,0.45,2028-11-30,622302,340568,NA,NA,NA,NA,NA,"52.9165043978334, 1.30506495580772",North Norfolk,E07000147,strapped.metals.lawyer
EPN-S0000000G5070,Eastern Power Networks (EPN),SPROWSTON PRIMARY 33kV,Primary Substation,33,High,TG2576611990,24,0,24,0,,,SPROWSTON,Norfolk,NR7 8RX,NA,1936-04-01,HOT,2013-12-20,P-13-3254-01,0.39Ω 0.00Deg,,2029-11-30,625766,311990,NA,NA,NA,NA,NA,"52.6585980805443, 1.33679427969229",Broadland,E07000144,demand.elder.tilt
EPN-S0000000G5085,Eastern Power Networks (EPN),WESTON LONGVILLE PRIMARY 33kV,Primary Substation,33,High,TG0870515782,28,0,28,0,,,WESTON LONGVILLE,Norfolk,NR9 5LG,NA,1970-04-01,COLD,2014-02-21,P-12-1566-01,0.80Ω 0.00Deg,0.12,2028-11-30,608705,315782,NA,NA,NA,NA,NA,"52.6994668770229, 1.08734186924072",Broadland,E07000144,prospered.clothed.adjusted
EPN-S0000000G5148,Eastern Power Networks (EPN),BECCLES PRIMARY PLAYTERS DNO,Primary Substation,33,High,TM4245490235,16,0,16,0,R/O SUPERSTORE FAIR FIELD / FAIR CLOSE,,BECCLES,Norfolk,NR34 9QT,NA,2010-04-01,NA,,NA,NA,,2028-11-26,642454,290235,NA,NA,NA,NA,NA,"52.4562077813377, 1.56715656529126",East Suffolk,E07000244,toxic.encoder.shipwreck
EPN-S0000000G6003,Eastern Power Networks (EPN),BURY PRIMARY 33kV,Primary Substation,33,Very High,TL2895483914,19,0,19,0,MEADOW LANE,,BURY,Cambridgeshire,PE26 2NY,NA,1961-04-01,HOT,2009-03-13,P-08-502-28,0.11Ω 0.00Deg,,2028-11-30,528954,283914,NA,NA,NA,NA,NA,"52.4379927522757, -0.104413234839651",Huntingdonshire,E07000011,whisker.interviewer.youngest
EPN-S0000000G6006,Eastern Power Networks (EPN),HUNSTANTON PRIMARY 33kV,Primary Substation,33,Medium,TF6804240627,19,0,19,0,,,HUNSTANTON,Norfolk,PE36 5HY,NA,1976-04-01,COLD,2013-11-06,P-13-3053-01,NA,0.15,2030-11-30,568042,340627,NA,NA,NA,NA,NA,"52.936735389919, 0.499007325405881",King's Lynn and West Norfolk,E07000146,servicing.outs.golden
EPN-S0000000G6008,Eastern Power Networks (EPN),LEVERINGTON PRIMARY 33kV,Primary Substation,33,High,TF4499310852,12,0,12,0,LITTLE DOWGATE,,LEVERINGTON,Cambridgeshire,PE13 5DL,NA,1960-04-01,HOT,2013-08-09,P-13-2788-01,0.33Ω 0.00Deg,,2028-11-30,544993,310852,NA,NA,NA,NA,NA,"52.6759773564327, 0.143127881793405",Fenland,E07000010,user.user.president
EPN-S0000000G6009,Eastern Power Networks (EPN),SNETTISHAM PRIMARY 33kV,Primary Substation,33,High,TF7024433794,46,0,46,0,,,SNETTISHAM,Norfolk,PE31 6RZ,NA,1985-04-01,HOT,2017-01-27,ESL0343013-R02,0.45Ω 0.00Deg,1.05,2030-11-30,570244,333794,NA,NA,NA,NA,NA,"52.8746782236711, 0.528161663097343",King's Lynn and West Norfolk,E07000146,dispensed.sensitive.tune
EPN-S0000000G6035,Eastern Power Networks (EPN),GUYHIRN PRIMARY 33kV,Primary Substation,33,Medium,TF4069604305,4,0,4,0,,,GUYHIRN,Cambridgeshire,PE13 4EG,NA,1967-04-01,HOT,2008-11-27,P-08-502-12,NA,0.54,2028-11-30,540696,304305,NA,NA,NA,NA,NA,"52.6182921041805, 0.0768289069649174",Fenland,E07000010,circus.atoms.breathing
EPN-S0000000G6050,Eastern Power Networks (EPN),WOODWALTON PRIMARY 33kV,Primary Substation,33,Very High,TL2160480962,14,0,14,0,,,WOODWALTON,Cambridgeshire,PE28 5YW,NA,1960-04-01,COLD,2022-05-06,ELP07260011-R01,0.13Ω 0.00Deg,0.1,2038-11-30,521604,280962,NA,NA,NA,NA,NA,"52.4131500587629, -0.21355139336938",Huntingdonshire,E07000011,quarrel.adjusting.disbelief
EPN-S0000000G6069,Eastern Power Networks (EPN),UPWELL LAKES END PRIMARY 33kV,Primary Substation,33,High,TL5177396131,4,0,4,0,,,UPWELL,Norfolk,PE14 9QD,NA,1966-04-01,COLD,2013-12-04,P-13-3295-01,NA,0.09,2028-11-30,551773,296131,7,5,<100%,1.7,2.1,"52.5418856404312, 0.236578222505561",King's Lynn and West Norfolk,E07000146,sooner.half.stirs
EPN-S0000000G6070,Eastern Power Networks (EPN),WHITTLESEY PRIMARY 33kV,Primary Substation,33,Very High,TL2658296396,11,0,11,0,,,WHITTLESEY,Cambridgeshire,PE7 2AA,NA,1954-04-01,COLD,2011-07-21,P-11-1151,NA,0.12,2028-11-30,526582,296396,NA,NA,NA,NA,NA,"52.5506996883411, -0.134546125278935",Fenland,E07000010,repelled.rooster.crackled
EPN-S0000000G6072,Eastern Power Networks (EPN),GAYWOOD BRIDGE PRIMARY 33kV,Primary Substation,33,High,TF6395521404,11,0,11,0,,,KINGS LYNN,Norfolk,PE30 3BW,NA,1957-04-01,COLD,2017-05-09,ESL1992019-R01,0.18Ω 0.00Deg,0.05,2030-11-30,563955,321404,NA,NA,NA,NA,NA,"52.7653508958869, 0.428594501308191",King's Lynn and West Norfolk,E07000146,decoded.cunning.games
EPN-S0000000G7056,Eastern Power Networks (EPN),RAYLEIGH LOCAL 33KV,Grid Substation,132,Medium,TQ7992090847,180,1,180,0,HIGH MEAD OFF LOVE LN,,RAYLEIGH,Essex,SS6 7DT,NA,1951-04-01,COLD,2020-10-03,ELP03607019-R01,0.79Ω 0.00Deg,0.02,2036-11-26,579920,190847,NA,NA,NA,NA,NA,"51.5877484639037, 0.595751788167152",,,pays.invite.sobs
EPN-S0000000G7075,Eastern Power Networks (EPN),MUCH HADHAM PRIMARY 33kV,Primary Substation,33,High,TL4247819758,12,0,12,0,,,MUCH HADHAM,Hertfordshire,SG10 6HH,NA,1961-04-01,HOT,2011-12-02,P-11-1369,NA,0.16,2040-11-30,542478,219758,NA,NA,NA,NA,NA,"51.8582263292203, 0.0675203060436875",East Hertfordshire,E07000242,swept.gold.exile
EPN-S0000000G7082,Eastern Power Networks (EPN),WEST THURROCK GRID 33KV,Primary Substation,33,Low,TQ5917277164,98,0,98,0,STONENESS ROAD,PURFLEET,THURROCK,Essex,RM20 3AG,NA,2002-04-01,COLD,2023-03-24,ELP09356004-R01,0.05Ω 0.00Deg,0.03,2039-11-26,559172,177164,NA,NA,NA,NA,NA,"51.4710559273826, 0.290350201022931",Thurrock,E06000034,fetch.global.ramp
EPN-S0000000G7089,Eastern Power Networks (EPN),CENTRAL TOTTENHAM PRI 33kV,Primary Substation,33,High,TQ3332588937,115,0,115,0,,,TOTTENHAM N15,Greater London,N15 5ER,NA,1965-04-01,COLD,2018-09-19,ELP0061022-R01,NA,0.03,2034-11-26,533325,188937,NA,NA,NA,NA,NA,"51.5835278689312, -0.0770932056460878",Haringey,E09000014,tones.calm.booth
EPN-S0000000G7093,Eastern Power Networks (EPN),DEEPHAMS 33kV,Primary Substation,33,High,TQ3571192531,9,0,9,0,,,EDMONTON N18,Greater London,N18 3AG,NA,1986-04-01,COLD,2018-11-19,ELP0061043-R01,0.56Ω 0.00Deg,0.06,2034-11-26,535711,192531,NA,NA,NA,NA,NA,"51.6152547740062, -0.0412879283339507",Enfield,E09000010,avoid.bought.bump
EPN-S0000000G7097,Eastern Power Networks (EPN),HADLEIGH PRI ESSEX 33kV,Primary Substation,33,High,TQ8037787737,11,0,11,0,RAYLEIGH ROAD,HADLEIGH,HADLEIGH,Essex,SS7 2SB,NA,1964-04-01,COLD,2023-04-25,ELP09356012-R01,0.33Ω 0.00Deg,0.05,2039-11-30,580377,187737,NA,NA,NA,NA,NA,"51.5596682252687, 0.600745728251331",Castle Point,E07000069,wonderfully.taker.bland
EPN-S0000000G7104,Eastern Power Networks (EPN),SOMERS HEATH COMPOUND,Primary Substation,33,High,TQ5959879637,8,0,8,0,,,NORTH STIFFORD,Essex,RM16 5UZ,NA,2007-04-01,COLD,2023-05-31,ELP09356015,4.29Ω 0.00Deg,0.14,2039-11-26,559598,179637,NA,NA,NA,NA,NA,"51.4931541080264, 0.297595054722467",Thurrock,E06000034,plans.exam.wisely
EPN-S0000000G7111,Eastern Power Networks (EPN),ICGL PRIMARY,Primary Substation,33,Low,TQ5896977060,19,0,19,0,ICGL PRIMARY STONENESS ROAD,,WEST THURROCK,Essex,RM20 3AG,NA,2011-04-01,COLD,2023-08-03,ELP09356031-R01,0.07Ω 0.00Deg,0.03,2039-11-26,558969,177060,NA,NA,NA,NA,NA,"51.4701785768113, 0.287383190931711",Thurrock,E06000034,remote.values.trees
